IPN,Part Number,Description,Value,Symbol,Footprint,Manufacturer,Manufacturer Part Number,Manufacturer Alternative,MPN Alternative,Manufacturer Alternative 2,MPN Alternative 2,Frequency,LoadCap,Stability,Tolerance,ESR,Drive,Package,Height,RoHS,Datasheet,Created By,Created On,Approved By,Approved On,Revision,Comments,Cost_1,Cost_10,Cost_100,Cost_500,Cost_1000,Cost_2500,Cost_5000
IPN_Y-????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
