IPN,Part Number,Description,Value,Symbol,Footprint,Manufacturer,Manufacturer Part Number,Suplier URL,Manufacturer Alternative,MPN Alternative,Manufacturer Alternative 2,MPN Alternative 2,Color,Vf,If,LuminousIntensity,ViewingAngle,Package,RoHS,Datasheet,Created By,Created On,Approved By,Approved On,Revision,Comments,Cost_1,Cost_10,Cost_100,Cost_500,Cost_1000,Cost_2500,Cost_5000
IPN_D-????,APHHS1005SURCK,Hyper Red (AlGaInP) 0402 SMD chip LED,APHHS1005SURCK,Leds:LED,Leds:LED_0402_1005Metric,Kingbright,APHHS1005SURCK,https://www.mouser.es/es/ProductDetail/Kingbright/APHHS1005SURCK?qs=48MD8zkHsZBwFrET5mYrJQ%3D%3D,,,,,Red,1.95 V typ / 2.5 V max @ IF=20mA,30 mA max DC (185 mA peak),220 mcd typ / 120 mcd min @ IF=20mA,120 deg,402,Yes,http://www.kingbrightusa.com/images/catalog/spec/aphhs1005surck.pdf,AMR,2026-08-29,,,,,"0,2670","0,1850","0,1310","0,1060","0,0980",,
