IPN,Part Number,Description,Value,Symbol,Footprint,Manufacturer,Manufacturer Part Number,Suplier URL,Manufacturer Alternative,MPN Alternative,Manufacturer Alternative 2,MPN Alternative 2,Capacitance,Tolerance,Voltage,Dielectric,ESR,Ripple,Package,Height,Polarized,TempRange,Lifecycle,RoHS,Datasheet,Created By,Created On,Approved By,Approved On,Revision,Comments,Cost_1,Cost_10,Cost_100,Cost_500,Cost_1000,Cost_2500,Cost_5000
IPN_C-????,C0603_22pF_50V_±10%_C0G,CAP CER 22PF 50V C0G/NP0 0603,22pF 50V (C0G),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C220K5GACAUTO,https://www.digikey.es/es/products/detail/kemet/C0603C220K5GACAUTO/11676960,,,,,22pF,±10%,50V,C0G,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_22pF_25V_±1%_X8R,CAP CER 22PF 25V X8R 0603,22pF 25V (X8R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C220F3HACTU,https://www.digikey.es/es/products/detail/kemet/C0603C220F3HACTU/7946038,,,,,22pF,±1%,25V,X8R,,,,,,-55°C ~ 150°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_22pF_25V_±5%_X8R,CAP CER 22PF 25V X8R 0603,22pF 25V (X8R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C220J3HACTU,https://www.digikey.es/es/products/detail/kemet/C0603C220J3HACTU/7946564,,,,,22pF,±5%,25V,X8R,,,,,,-55°C ~ 150°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_22pF_100V_±5%_X8R,CAP CER 22PF 100V X8R 0603,22pF 100V (X8R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C220J1HACTU,https://www.digikey.es/es/products/detail/kemet/C0603C220J1HACTU/7946642,,,,,22pF,±5%,100V,X8R,,,,,,-55°C ~ 150°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_22pF_50V_±20%_X8R,CAP CER 22PF 50V X8R 0603,22pF 50V (X8R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C220M5HACTU,https://www.digikey.es/es/products/detail/kemet/C0603C220M5HACTU/7947129,,,,,22pF,±20%,50V,X8R,,,,,,-55°C ~ 150°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0805_22pF_50V_±10%_C0G,CAP CER 22PF 50V C0G/NP0 0805,22pF 50V (C0G),Capacitors:C,Capacitor_SMD:C_0805_2012Metric,KEMET,C0805C220K5GACTU,https://www.digikey.es/es/products/detail/kemet/C0805C220K5GACTU/2212195,,,,,22pF,±10%,50V,C0G,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0805_22pF_50V_±10%_X7R,CAP CER 22PF 50V X7R 0805,22pF 50V (X7R),Capacitors:C,Capacitor_SMD:C_0805_2012Metric,KEMET,C0805C220K5RACTU,https://www.digikey.es/es/products/detail/kemet/C0805C220K5RACTU/8572461,,,,,22pF,±10%,50V,X7R,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0402_220pF_16V_±10%_X7R,CAP CER 220PF 16V X7R 0402,220pF 16V (X7R),Capacitors:C,Capacitor_SMD:C_0402_1005Metric,KEMET,C0402C221K4RACTU,https://www.digikey.es/es/products/detail/kemet/C0402C221K4RACTU/2196459,,,,,220pF,±10%,16V,X7R,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_220pF_50V_±10%_X7R,CAP CER 220PF 50V X7R 0603,220pF 50V (X7R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C221K5RACTU,https://www.digikey.es/es/products/detail/kemet/C0603C221K5RACTU/411073,,,,,220pF,±10%,50V,X7R,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_220pF_50V_±10%_C0G,CAP CER 220PF 50V C0G/NP0 0603,220pF 50V (C0G),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C221K5GACAUTO,https://www.digikey.es/es/products/detail/kemet/C0603C221K5GACAUTO/10642351,,,,,220pF,±10%,50V,C0G,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_220pF_100V_±5%_X8R,CAP CER 0603 220PF 100V ULTRA ST,220pF 100V (X8R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C221J1HACAUTO,https://www.digikey.es/es/products/detail/kemet/C0603C221J1HACAUTO/7943624,,,,,220pF,±5%,100V,X8R,,,,,,-55°C ~ 150°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_220pF_25V_±20%_X8R,CAP CER 220PF 25V X8R 0603,220pF 25V (X8R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C221M3HACTU,https://www.digikey.es/es/products/detail/kemet/C0603C221M3HACTU/7947114,,,,,220pF,±20%,25V,X8R,,,,,,-55°C ~ 150°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_220pF_50V_±5%_X8R,CAP CER 0603 220PF 50V ULTRA STA,220pF 50V (X8R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C221J5HACAUTO,https://www.digikey.es/es/products/detail/kemet/C0603C221J5HACAUTO/7957034,,,,,220pF,±5%,50V,X8R,,,,,,-55°C ~ 150°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0805_220pF_50V_±10%_C0G,CAP CER 220PF 50V C0G/NP0 0805,220pF 50V (C0G),Capacitors:C,Capacitor_SMD:C_0805_2012Metric,KEMET,C0805C221K5GACTU,https://www.digikey.es/es/products/detail/kemet/C0805C221K5GACTU/2209722,,,,,220pF,±10%,50V,C0G,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0805_220pF_50V_±10%_X7R,CAP CER 220PF 50V X7R 0805,220pF 50V (X7R),Capacitors:C,Capacitor_SMD:C_0805_2012Metric,KEMET,C0805C221K5RACTU,https://www.digikey.es/es/products/detail/kemet/C0805C221K5RACTU/411137,,,,,220pF,±10%,50V,X7R,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0402_2.2nF_16V_±10%_X7R,CAP CER 2200PF 16V X7R 0402,2.2nF 16V (X7R),Capacitors:C,Capacitor_SMD:C_0402_1005Metric,KEMET,C0402C222K4RACTU,https://www.digikey.es/es/products/detail/kemet/C0402C222K4RACTU/2196474,,,,,2.2nF,±10%,16V,X7R,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_2.2nF_50V_±10%_X7R,CAP CER 2200PF 50V X7R 0603,2.2nF 50V (X7R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C222K5RACTU,https://www.digikey.es/es/products/detail/kemet/C0603C222K5RACTU/411084,,,,,2.2nF,±10%,50V,X7R,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_2.2nF_50V_±10%_C0G,CAP CER 2200PF 50V C0G/NP0 0603,2.2nF 50V (C0G),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C222K5GACTU,https://www.digikey.es/es/products/detail/kemet/C0603C222K5GACTU/3737129,,,,,2.2nF,±10%,50V,C0G,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_2.2nF_50V_±10%_X8R,CAP CER 0603,2.2nF 50V (X8R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C222K5HACAUTO,https://www.digikey.es/es/products/detail/kemet/C0603C222K5HACAUTO/18118666,,,,,2.2nF,±10%,50V,X8R,,,,,,-55°C ~ 150°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_2.2nF_100V_±5%_X8R,CAP CER 2200PF 100V X8R 0603,2.2nF 100V (X8R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C222J1HACAUTO,https://www.digikey.es/es/products/detail/kemet/C0603C222J1HACAUTO/7516143,,,,,2.2nF,±5%,100V,X8R,,,,,,-55°C ~ 150°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_2.2nF_50V_±5%_X8R,CAP CER 2200PF 50V X8R 0603,2.2nF 50V (X8R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C222J5HACAUTO,https://www.digikey.es/es/products/detail/kemet/C0603C222J5HACAUTO/7516124,,,,,2.2nF,±5%,50V,X8R,,,,,,-55°C ~ 150°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_2.2nF_100V_±10%_X8R,CAP CER 2200PF 100V X8R 0603,2.2nF 100V (X8R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603X222K1HACAUTO,https://www.digikey.es/es/products/detail/kemet/C0603X222K1HACAUTO/13905611,,,,,2.2nF,±10%,100V,X8R,,,,,,-55°C ~ 150°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0402_2.2nF_6.3V_±10%_X7R,CAP CER 2200PF 6.3V X7R 0402,2.2nF 6.3V (X7R),Capacitors:C,Capacitor_SMD:C_0402_1005Metric,KEMET,C0402C222K9RACTU,https://www.digikey.es/es/products/detail/kemet/C0402C222K9RACTU/7382009,,,,,2.2nF,±10%,6.3V,X7R,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0805_2.2nF_50V_±10%_X7R,CAP CER 2200PF 50V X7R 0805,2.2nF 50V (X7R),Capacitors:C,Capacitor_SMD:C_0805_2012Metric,KEMET,C0805C222K5RACTU,https://www.digikey.es/es/products/detail/kemet/C0805C222K5RACTU/411150,,,,,2.2nF,±10%,50V,X7R,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0805_2.2nF_50V_±10%_C0G,CAP CER 2200PF 50V C0G/NP0 0805,2.2nF 50V (C0G),Capacitors:C,Capacitor_SMD:C_0805_2012Metric,KEMET,C0805C222K5GACTU,https://www.digikey.es/es/products/detail/kemet/C0805C222K5GACTU/2212265,,,,,2.2nF,±10%,50V,C0G,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_24pF_100V_±2%_X8R,CAP CER 24PF 100V X8R 0603,24pF 100V (X8R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C240G1HACTU,https://www.digikey.es/es/products/detail/kemet/C0603C240G1HACTU/7946380,,,,,24pF,±2%,100V,X8R,,,,,,-55°C ~ 150°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0805_24pF_50V_±10%_C0G,CAP CER 24PF 50V C0G/NP0 0805,24pF 50V (C0G),Capacitors:C,Capacitor_SMD:C_0805_2012Metric,KEMET,C0805C240K5GACTU,https://www.digikey.es/es/products/detail/kemet/C0805C240K5GACTU/2212344,,,,,24pF,±10%,50V,C0G,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_240pF_50V_±2%_X8R,CAP CER 240PF 50V X8R 0603,240pF 50V (X8R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C241G5HACTU,https://www.digikey.es/es/products/detail/kemet/C0603C241G5HACTU/7946365,,,,,240pF,±2%,50V,X8R,,,,,,-55°C ~ 150°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_240pF_50V_±10%_X8R,CAP CER 0603 240PF 50V ULTRA STA,240pF 50V (X8R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C241K5HACAUTO,https://www.digikey.es/es/products/detail/kemet/C0603C241K5HACAUTO/7957294,,,,,240pF,±10%,50V,X8R,,,,,,-55°C ~ 150°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_27pF_50V_±10%_C0G,CAP CER 27PF 50V C0G/NP0 0603,27pF 50V (C0G),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C270K5GACTU,https://www.digikey.es/es/products/detail/kemet/C0603C270K5GACTU/2200373,,,,,27pF,±10%,50V,C0G,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_27pF_50V_±10%_X7R,CAP CER 27PF 50V X7R 0603,27pF 50V (X7R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C270K5RACTU,https://www.digikey.es/es/products/detail/kemet/C0603C270K5RACTU/9923545,,,,,27pF,±10%,50V,X7R,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_27pF_25V_±10%_X8R,CAP CER 27PF 25V X8R 0603,27pF 25V (X8R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C270K3HACTU,https://www.digikey.es/es/products/detail/kemet/C0603C270K3HACTU/7946829,,,,,27pF,±10%,25V,X8R,,,,,,-55°C ~ 150°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_27pF_25V_±5%_X8R,CAP CER 27PF 25V X8R 0603,27pF 25V (X8R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C270J3HACTU,https://www.digikey.es/es/products/detail/kemet/C0603C270J3HACTU/7946566,,,,,27pF,±5%,25V,X8R,,,,,,-55°C ~ 150°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0805_27pF_50V_±10%_C0G,CAP CER 27PF 50V C0G/NP0 0805,27pF 50V (C0G),Capacitors:C,Capacitor_SMD:C_0805_2012Metric,KEMET,C0805C270K5GACTU,https://www.digikey.es/es/products/detail/kemet/C0805C270K5GACTU/2209731,,,,,27pF,±10%,50V,C0G,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0402_270pF_16V_±10%_X7R,CAP CER 270PF 16V X7R 0402,270pF 16V (X7R),Capacitors:C,Capacitor_SMD:C_0402_1005Metric,KEMET,C0402C271K4RACTU,https://www.digikey.es/es/products/detail/kemet/C0402C271K4RACTU/2196539,,,,,270pF,±10%,16V,X7R,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_270pF_50V_±10%_X7R,CAP CER 270PF 50V X7R 0603,270pF 50V (X7R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C271K5RACTU,https://www.digikey.es/es/products/detail/kemet/C0603C271K5RACTU/411074,,,,,270pF,±10%,50V,X7R,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_270pF_50V_±10%_C0G,CAP CER 270PF 50V C0G/NP0 0603,270pF 50V (C0G),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C271K5GACTU,https://www.digikey.es/es/products/detail/kemet/C0603C271K5GACTU/2200404,,,,,270pF,±10%,50V,C0G,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_270pF_100V_±5%_X8R,CAP CER 0603 270PF 100V ULTRA ST,270pF 100V (X8R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C271J1HACAUTO,https://www.digikey.es/es/products/detail/kemet/C0603C271J1HACAUTO/7943625,,,,,270pF,±5%,100V,X8R,,,,,,-55°C ~ 150°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0402_270pF_6.3V_±10%_X7R,CAP CER 270PF 6.3V X7R 0402,270pF 6.3V (X7R),Capacitors:C,Capacitor_SMD:C_0402_1005Metric,KEMET,C0402C271K9RACTU,https://www.digikey.es/es/products/detail/kemet/C0402C271K9RACTU/2196542,,,,,270pF,±10%,6.3V,X7R,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0805_270pF_50V_±10%_X7R,CAP CER 270PF 50V X7R 0805,270pF 50V (X7R),Capacitors:C,Capacitor_SMD:C_0805_2012Metric,KEMET,C0805C271K5RACTU,https://www.digikey.es/es/products/detail/kemet/C0805C271K5RACTU/411138,,,,,270pF,±10%,50V,X7R,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0805_270pF_50V_±10%_C0G,CAP CER 270PF 50V C0G/NP0 0805,270pF 50V (C0G),Capacitors:C,Capacitor_SMD:C_0805_2012Metric,KEMET,C0805C271K5GACTU,https://www.digikey.es/es/products/detail/kemet/C0805C271K5GACTU/2212405,,,,,270pF,±10%,50V,C0G,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0402_2.7nF_16V_±10%_X7R,CAP CER 2700PF 16V X7R 0402,2.7nF 16V (X7R),Capacitors:C,Capacitor_SMD:C_0402_1005Metric,KEMET,C0402C272K4RACTU,https://www.digikey.es/es/products/detail/kemet/C0402C272K4RACTU/2196549,,,,,2.7nF,±10%,16V,X7R,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_2.7nF_50V_±10%_X7R,CAP CER 2700PF 50V X7R 0603,2.7nF 50V (X7R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C272K5RACTU,https://www.digikey.es/es/products/detail/kemet/C0603C272K5RACTU/1933616,,,,,2.7nF,±10%,50V,X7R,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_2.7nF_50V_±10%_C0G,CAP CER 2700PF 50V C0G/NP0 0603,2.7nF 50V (C0G),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C272K5GACTU,https://www.digikey.es/es/products/detail/kemet/C0603C272K5GACTU/18192613,,,,,2.7nF,±10%,50V,C0G,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0402_2.7nF_6.3V_±10%_X7R,CAP CER 2700PF 6.3V X7R 0402,2.7nF 6.3V (X7R),Capacitors:C,Capacitor_SMD:C_0402_1005Metric,KEMET,C0402C272K9RACTU,https://www.digikey.es/es/products/detail/kemet/C0402C272K9RACTU/18167148,,,,,2.7nF,±10%,6.3V,X7R,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0805_2.7nF_50V_±10%_X7R,CAP CER 2700PF 50V X7R 0805,2.7nF 50V (X7R),Capacitors:C,Capacitor_SMD:C_0805_2012Metric,KEMET,C0805C272K5RACTU,https://www.digikey.es/es/products/detail/kemet/C0805C272K5RACTU/411151,,,,,2.7nF,±10%,50V,X7R,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0402_3pF_16V_±10%_C0G,CAP CER 3PF 16V C0G/NP0 0402,3pF 16V (C0G),Capacitors:C,Capacitor_SMD:C_0402_1005Metric,KEMET,C0402C309K4GACTU,https://www.digikey.es/es/products/detail/kemet/C0402C309K4GACTU/2196578,,,,,3pF,±10%,16V,C0G,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_3pF_100V_±0.1pF_X8R,CAP CER 3PF 100V X8R 0603,3pF 100V (X8R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C309B1HACTU,https://www.digikey.es/es/products/detail/kemet/C0603C309B1HACTU/7945679,,,,,3pF,±0.1pF,100V,X8R,,,,,,-55°C ~ 150°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_3pF_100V_±0.5pF_X8R,CAP CER 3PF 100V X8R 0603,3pF 100V (X8R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C309D1HACTU,https://www.digikey.es/es/products/detail/kemet/C0603C309D1HACTU/7945939,,,,,3pF,±0.5pF,100V,X8R,,,,,,-55°C ~ 150°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C1210_3.3uF_50V_±10%_X7R,CAP CER 3.3UF 50V X7R 1210,3.3uF 50V (X7R),Capacitors:C,Capacitor_SMD:C_1210_3225Metric,KEMET,C1210C335K5RACTU,https://www.digikey.es/es/products/detail/kemet/C1210C335K5RACTU/2216819,,,,,3.3uF,±10%,50V,X7R,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C1812_3.3uF_50V_±10%_X7R,CAP CER 3.3UF 50V X7R 1812,3.3uF 50V (X7R),Capacitors:C,Capacitor_SMD:C_1812_4532Metric,KEMET,C1812C335K5RACTU,https://www.digikey.es/es/products/detail/kemet/C1812C335K5RACTU/16818694,,,,,3.3uF,±10%,50V,X7R,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_3.3pF_25V_±0.5pF_X8R,CAP CER 3.3PF 25V X8R 0603,3.3pF 25V (X8R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C339D3HACTU,https://www.digikey.es/es/products/detail/kemet/C0603C339D3HACTU/7945888,,,,,3.3pF,±0.5pF,25V,X8R,,,,,,-55°C ~ 150°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0805_3.3pF_50V_±10%_C0G,CAP CER 3.3PF 50V C0G/NP0 0805,3.3pF 50V (C0G),Capacitors:C,Capacitor_SMD:C_0805_2012Metric,KEMET,C0805C339K5GACTU,https://www.digikey.es/es/products/detail/kemet/C0805C339K5GACTU/2212643,,,,,3.3pF,±10%,50V,C0G,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_3.6pF_25V_±0.5pF_X8R,CAP CER 3.6PF 25V X8R 0603,3.6pF 25V (X8R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C369D3HACTU,https://www.digikey.es/es/products/detail/kemet/C0603C369D3HACTU/7945889,,,,,3.6pF,±0.5pF,25V,X8R,,,,,,-55°C ~ 150°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_30pF_50V_±10%_C0G,CAP CER 30PF 50V C0G/NP0 0603,30pF 50V (C0G),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C300K5GACTU,https://www.digikey.es/es/products/detail/kemet/C0603C300K5GACTU/2200470,,,,,30pF,±10%,50V,C0G,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_30pF_50V_±1%_X8R,CAP CER 0603 30PF 50V ULTRA STAB,30pF 50V (X8R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C300F5HACAUTO,https://www.digikey.es/es/products/detail/kemet/C0603C300F5HACAUTO/7956487,,,,,30pF,±1%,50V,X8R,,,,,,-55°C ~ 150°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_30pF_100V_±10%_X8R,CAP CER 30PF 100V X8R 0603,30pF 100V (X8R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C300K1HACTU,https://www.digikey.es/es/products/detail/kemet/C0603C300K1HACTU/7946908,,,,,30pF,±10%,100V,X8R,,,,,,-55°C ~ 150°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_30pF_100V_±2%_X8R,CAP CER 30PF 100V X8R 0603,30pF 100V (X8R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C300G1HACTU,https://www.digikey.es/es/products/detail/kemet/C0603C300G1HACTU/7946382,,,,,30pF,±2%,100V,X8R,,,,,,-55°C ~ 150°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_30pF_50V_±20%_X8R,CAP CER 0603 30PF 50V ULTRA STAB,30pF 50V (X8R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C300M5HACAUTO,https://www.digikey.es/es/products/detail/kemet/C0603C300M5HACAUTO/7957535,,,,,30pF,±20%,50V,X8R,,,,,,-55°C ~ 150°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0805_30pF_50V_±10%_C0G,CAP CER 30PF 50V C0G/NP0 0805,30pF 50V (C0G),Capacitors:C,Capacitor_SMD:C_0805_2012Metric,KEMET,C0805C300K5GACTU,https://www.digikey.es/es/products/detail/kemet/C0805C300K5GACTU/2212478,,,,,30pF,±10%,50V,C0G,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0805_30pF_50V_±10%_X7R,CAP CER 0805,30pF 50V (X7R),Capacitors:C,Capacitor_SMD:C_0805_2012Metric,KEMET,C0805C300K5RACAUTO,https://www.digikey.es/es/products/detail/kemet/C0805C300K5RACAUTO/18127792,,,,,30pF,±10%,50V,X7R,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_300pF_50V_±10%_C0G,CAP CER 300PF 50V C0G/NP0 0603,300pF 50V (C0G),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C301K5GACTU,https://www.digikey.es/es/products/detail/kemet/C0603C301K5GACTU/12701188,,,,,300pF,±10%,50V,C0G,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_300pF_50V_±1%_X8R,CAP CER 300PF 50V X8R 0603,300pF 50V (X8R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C301F5HACTU,https://www.digikey.es/es/products/detail/kemet/C0603C301F5HACTU/7946104,,,,,300pF,±1%,50V,X8R,,,,,,-55°C ~ 150°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0805_300pF_50V_±10%_C0G,CAP CER 300PF 50V C0G/NP0 0805,300pF 50V (C0G),Capacitors:C,Capacitor_SMD:C_0805_2012Metric,KEMET,C0805C301K5GACTU,https://www.digikey.es/es/products/detail/kemet/C0805C301K5GACTU/2212489,,,,,300pF,±10%,50V,C0G,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_3nF_50V_±10%_C0G,CAP CER 3000PF 50V C0G/NP0 0603,3nF 50V (C0G),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C302K5GACTU,https://www.digikey.es/es/products/detail/kemet/C0603C302K5GACTU/2200481,,,,,3nF,±10%,50V,C0G,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
