IPN,Part Number,Description,Value,Symbol,Footprint,Manufacturer,Manufacturer Part Number,Suplier URL,Manufacturer Alternative,MPN Alternative,Manufacturer Alternative 2,MPN Alternative 2,Capacitance,Tolerance,Voltage,Dielectric,ESR,Ripple,Package,Height,Polarized,TempRange,Lifecycle,RoHS,Datasheet,Created By,Created On,Approved By,Approved On,Revision,Comments,Cost_1,Cost_10,Cost_100,Cost_500,Cost_1000,Cost_2500,Cost_5000
IPN_C-????,C0402_47pF_6.3V_±10%_X7R,CAP CER 47PF 6.3V X7R 0402,47pF 6.3V (X7R),Capacitors:C,Capacitor_SMD:C_0402_1005Metric,KEMET,C0402C470K9RACTU,https://www.digikey.es/es/products/detail/kemet/C0402C470K9RACTU/18191113,,,,,47pF,±10%,6.3V,X7R,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0805_47pF_50V_±10%_X7R,CAP CER 47PF 50V X7R 0805,47pF 50V (X7R),Capacitors:C,Capacitor_SMD:C_0805_2012Metric,KEMET,C0805C470K5RACTU,https://www.digikey.es/es/products/detail/kemet/C0805C470K5RACTU/12701183,,,,,47pF,±10%,50V,X7R,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0805_47pF_50V_±10%_C0G,CAP CER 47PF 50V C0G/NP0 0805,47pF 50V (C0G),Capacitors:C,Capacitor_SMD:C_0805_2012Metric,KEMET,C0805C470K5GACTU,https://www.digikey.es/es/products/detail/kemet/C0805C470K5GACTU/2212783,,,,,47pF,±10%,50V,C0G,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0402_470pF_16V_±10%_X7R,CAP CER 470PF 16V X7R 0402,470pF 16V (X7R),Capacitors:C,Capacitor_SMD:C_0402_1005Metric,KEMET,C0402C471K4RACTU,https://www.digikey.es/es/products/detail/kemet/C0402C471K4RACTU/2196735,,,,,470pF,±10%,16V,X7R,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_470pF_50V_±10%_X7R,CAP CER 470PF 50V X7R 0603,470pF 50V (X7R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C471K5RACTU,https://www.digikey.es/es/products/detail/kemet/C0603C471K5RACTU/411077,,,,,470pF,±10%,50V,X7R,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_470pF_50V_±10%_C0G,CAP CER 470PF 50V C0G/NP0 0603,470pF 50V (C0G),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C471K5GACTU,https://www.digikey.es/es/products/detail/kemet/C0603C471K5GACTU/2200817,,,,,470pF,±10%,50V,C0G,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_470pF_50V_±10%_X8R,CAP CER 470PF 50V X8R 0603,470pF 50V (X8R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C471K5HACTU,https://www.digikey.es/es/products/detail/kemet/C0603C471K5HACTU/2209292,,,,,470pF,±10%,50V,X8R,,,,,,-55°C ~ 150°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_470pF_50V_±5%_X8R,CAP CER 470PF 50V X8R 0603,470pF 50V (X8R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C471J5HACTU,https://www.digikey.es/es/products/detail/kemet/C0603C471J5HACTU/6097127,,,,,470pF,±5%,50V,X8R,,,,,,-55°C ~ 150°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0402_470pF_6.3V_±10%_X7R,CAP CER 470PF 6.3V X7R 0402,470pF 6.3V (X7R),Capacitors:C,Capacitor_SMD:C_0402_1005Metric,KEMET,C0402C471K9RACTU,https://www.digikey.es/es/products/detail/kemet/C0402C471K9RACTU/2196740,,,,,470pF,±10%,6.3V,X7R,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0805_470pF_50V_±10%_X7R,CAP CER 470PF 50V X7R 0805,470pF 50V (X7R),Capacitors:C,Capacitor_SMD:C_0805_2012Metric,KEMET,C0805C471K5RACTU,https://www.digikey.es/es/products/detail/kemet/C0805C471K5RACTU/411141,,,,,470pF,±10%,50V,X7R,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0805_470pF_50V_±10%_C0G,CAP CER 470PF 50V C0G/NP0 0805,470pF 50V (C0G),Capacitors:C,Capacitor_SMD:C_0805_2012Metric,KEMET,C0805C471K5GACTU,https://www.digikey.es/es/products/detail/kemet/C0805C471K5GACTU/2212817,,,,,470pF,±10%,50V,C0G,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0402_4.7nF_16V_±10%_X7R,CAP CER 4700PF 16V X7R 0402,4.7nF 16V (X7R),Capacitors:C,Capacitor_SMD:C_0402_1005Metric,KEMET,C0402C472K4RACTU,https://www.digikey.es/es/products/detail/kemet/C0402C472K4RACTU/2196752,,,,,4.7nF,±10%,16V,X7R,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_4.7nF_50V_±10%_X7R,CAP CER 4700PF 50V X7R 0603,4.7nF 50V (X7R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C472K5RACTU,https://www.digikey.es/es/products/detail/kemet/C0603C472K5RACTU/411086,,,,,4.7nF,±10%,50V,X7R,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_4.7nF_50V_±10%_C0G,CAP CER 4700PF 50V C0G/NP0 0603,4.7nF 50V (C0G),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C472K5GACTU,https://www.digikey.es/es/products/detail/kemet/C0603C472K5GACTU/2200847,,,,,4.7nF,±10%,50V,C0G,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_4.7nF_50V_±10%_X8R,CAP CER 4700PF 50V X8R 0603,4.7nF 50V (X8R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C472K5HACTU,https://www.digikey.es/es/products/detail/kemet/C0603C472K5HACTU/2209296,,,,,4.7nF,±10%,50V,X8R,,,,,,-55°C ~ 150°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_4.7nF_50V_±5%_X8R,CAP CER 4700PF 50V X8R 0603,4.7nF 50V (X8R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C472J5HACTU,https://www.digikey.es/es/products/detail/kemet/C0603C472J5HACTU/7795466,,,,,4.7nF,±5%,50V,X8R,,,,,,-55°C ~ 150°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_4.7nF_100V_±5%_X8R,CAP CER 4700PF 100V X8R 0603,4.7nF 100V (X8R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C472J1HACTU,https://www.digikey.es/es/products/detail/kemet/C0603C472J1HACTU/2209297,,,,,4.7nF,±5%,100V,X8R,,,,,,-55°C ~ 150°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_4.7nF_100V_±10%_X8G,CAP CER 4700PF 100V X8G 0603,4.7nF 100V (X8G),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C472K1TACAUTO,https://www.digikey.es/es/products/detail/kemet/C0603C472K1TACAUTO/13546783,,,,,4.7nF,±10%,100V,X8G,,,,,,-55°C ~ 150°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0402_4.7nF_6.3V_±10%_X7R,CAP CER 4700PF 6.3V X7R 0402,4.7nF 6.3V (X7R),Capacitors:C,Capacitor_SMD:C_0402_1005Metric,KEMET,C0402C472K9RACTU,https://www.digikey.es/es/products/detail/kemet/C0402C472K9RACTU/7382031,,,,,4.7nF,±10%,6.3V,X7R,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0805_4.7nF_50V_±10%_X7R,CAP CER 4700PF 50V X7R 0805,4.7nF 50V (X7R),Capacitors:C,Capacitor_SMD:C_0805_2012Metric,KEMET,C0805C472K5RACTU,https://www.digikey.es/es/products/detail/kemet/C0805C472K5RACTU/411154,,,,,4.7nF,±10%,50V,X7R,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0805_4.7nF_50V_±10%_C0G,CAP CER 0805 4.7NF 50V C0G 10%,4.7nF 50V (C0G),Capacitors:C,Capacitor_SMD:C_0805_2012Metric,KEMET,C0805C472K5GECAUTO,https://www.digikey.es/es/products/detail/kemet/C0805C472K5GECAUTO/8640496,,,,,4.7nF,±10%,50V,C0G,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0805_5.1pF_50V_±10%_C0G,CAP CER 5.1PF 50V C0G/NP0 0805,5.1pF 50V (C0G),Capacitors:C,Capacitor_SMD:C_0805_2012Metric,KEMET,C0805C519K5GACTU,https://www.digikey.es/es/products/detail/kemet/C0805C519K5GACTU/2212951,,,,,5.1pF,±10%,50V,C0G,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_5.6pF_50V_±10%_C0G,CAP CER 5.6PF 50V C0G/NP0 0603,5.6pF 50V (C0G),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C569K5GACTU,https://www.digikey.es/es/products/detail/kemet/C0603C569K5GACTU/2201031,,,,,5.6pF,±10%,50V,C0G,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_5.6pF_100V_±0.5pF_X8R,CAP CER 5.6PF 100V X8R 0603,5.6pF 100V (X8R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C569D1HACTU,https://www.digikey.es/es/products/detail/kemet/C0603C569D1HACTU/7945946,,,,,5.6pF,±0.5pF,100V,X8R,,,,,,-55°C ~ 150°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_51pF_50V_±10%_C0G,CAP CER 51PF 50V C0G/NP0 0603,51pF 50V (C0G),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C510K5GACTU,https://www.digikey.es/es/products/detail/kemet/C0603C510K5GACTU/2200926,,,,,51pF,±10%,50V,C0G,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0805_51pF_50V_±10%_C0G,CAP CER 51PF 50V C0G/NP0 0805,51pF 50V (C0G),Capacitors:C,Capacitor_SMD:C_0805_2012Metric,KEMET,C0805C510K5GACTU,https://www.digikey.es/es/products/detail/kemet/C0805C510K5GACTU/2212933,,,,,51pF,±10%,50V,C0G,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0805_510pF_50V_±10%_C0G,CAP CER 510PF 50V C0G/NP0 0805,510pF 50V (C0G),Capacitors:C,Capacitor_SMD:C_0805_2012Metric,KEMET,C0805C511K5GACTU,https://www.digikey.es/es/products/detail/kemet/C0805C511K5GACTU/2212940,,,,,510pF,±10%,50V,C0G,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_5.1nF_50V_±10%_C0G,CAP CER 5100PF 50V C0G/NP0 0603,5.1nF 50V (C0G),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C512K5GACTU,https://www.digikey.es/es/products/detail/kemet/C0603C512K5GACTU/2200937,,,,,5.1nF,±10%,50V,C0G,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_56pF_50V_±10%_C0G,CAP CER 56PF 50V C0G/NP0 0603,56pF 50V (C0G),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C560K5GACTU,https://www.digikey.es/es/products/detail/kemet/C0603C560K5GACTU/2200966,,,,,56pF,±10%,50V,C0G,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_56pF_25V_±20%_X8R,CAP CER 56PF 25V X8R 0603,56pF 25V (X8R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C560M3HACTU,https://www.digikey.es/es/products/detail/kemet/C0603C560M3HACTU/7947100,,,,,56pF,±20%,25V,X8R,,,,,,-55°C ~ 150°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_56pF_50V_±5%_X8R,CAP CER 56PF 50V X8R 0603,56pF 50V (X8R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C560J5HACTU,https://www.digikey.es/es/products/detail/kemet/C0603C560J5HACTU/7946613,,,,,56pF,±5%,50V,X8R,,,,,,-55°C ~ 150°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0805_56pF_50V_±10%_C0G,CAP CER 56PF 50V C0G/NP0 0805,56pF 50V (C0G),Capacitors:C,Capacitor_SMD:C_0805_2012Metric,KEMET,C0805C560K5GACTU,https://www.digikey.es/es/products/detail/kemet/C0805C560K5GACTU/2212966,,,,,56pF,±10%,50V,C0G,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0402_560pF_16V_±10%_X7R,CAP CER 560PF 16V X7R 0402,560pF 16V (X7R),Capacitors:C,Capacitor_SMD:C_0402_1005Metric,KEMET,C0402C561K4RACTU,https://www.digikey.es/es/products/detail/kemet/C0402C561K4RACTU/2196831,,,,,560pF,±10%,16V,X7R,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_560pF_50V_±10%_X7R,CAP CER 560PF 50V X7R 0603,560pF 50V (X7R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C561K5RACTU,https://www.digikey.es/es/products/detail/kemet/C0603C561K5RACTU/411078,,,,,560pF,±10%,50V,X7R,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_560pF_50V_±10%_C0G,CAP CER 560PF 50V C0G/NP0 0603,560pF 50V (C0G),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C561K5GACTU,https://www.digikey.es/es/products/detail/kemet/C0603C561K5GACTU/2200988,,,,,560pF,±10%,50V,C0G,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0805_560pF_50V_±10%_X7R,CAP CER 560PF 50V X7R 0805,560pF 50V (X7R),Capacitors:C,Capacitor_SMD:C_0805_2012Metric,KEMET,C0805C561K5RACTU,https://www.digikey.es/es/products/detail/kemet/C0805C561K5RACTU/411142,,,,,560pF,±10%,50V,X7R,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0805_560pF_50V_±10%_C0G,CAP CER 560PF 50V C0G/NP0 0805,560pF 50V (C0G),Capacitors:C,Capacitor_SMD:C_0805_2012Metric,KEMET,C0805C561K5GACTU,https://www.digikey.es/es/products/detail/kemet/C0805C561K5GACTU/2212988,,,,,560pF,±10%,50V,C0G,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0402_5.6nF_16V_±10%_X7R,CAP CER 5600PF 16V X7R 0402,5.6nF 16V (X7R),Capacitors:C,Capacitor_SMD:C_0402_1005Metric,KEMET,C0402C562K4RACTU,https://www.digikey.es/es/products/detail/kemet/C0402C562K4RACTU/411038,,,,,5.6nF,±10%,16V,X7R,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_5.6nF_50V_±10%_X7R,CAP CER 5600PF 50V X7R 0603,5.6nF 50V (X7R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C562K5RACTU,https://www.digikey.es/es/products/detail/kemet/C0603C562K5RACTU/2201004,,,,,5.6nF,±10%,50V,X7R,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_5.6nF_50V_±10%_C0G,CAP CER 5600PF 50V C0G/NP0 0603,5.6nF 50V (C0G),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C562K5GACTU,https://www.digikey.es/es/products/detail/kemet/C0603C562K5GACTU/18192874,,,,,5.6nF,±10%,50V,C0G,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0805_5.6nF_50V_±10%_X7R,CAP CER 5600PF 50V X7R 0805,5.6nF 50V (X7R),Capacitors:C,Capacitor_SMD:C_0805_2012Metric,KEMET,C0805C562K5RACTU,https://www.digikey.es/es/products/detail/kemet/C0805C562K5RACTU/411155,,,,,5.6nF,±10%,50V,X7R,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_6.8pF_50V_±10%_C0G,CAP CER 6.8PF 50V C0G/NP0 0603,6.8pF 50V (C0G),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C689K5GACTU,https://www.digikey.es/es/products/detail/kemet/C0603C689K5GACTU/2201163,,,,,6.8pF,±10%,50V,C0G,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_6.8pF_50V_±0.5pF_X8R,CAP CER 0603 6.8PF 50V ULTRA STA,6.8pF 50V (X8R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C689D5HACAUTO,https://www.digikey.es/es/products/detail/kemet/C0603C689D5HACAUTO/7956329,,,,,6.8pF,±0.5pF,50V,X8R,,,,,,-55°C ~ 150°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0805_6.8pF_50V_±10%_C0G,CAP CER 6.8PF 50V C0G/NP0 0805,6.8pF 50V (C0G),Capacitors:C,Capacitor_SMD:C_0805_2012Metric,KEMET,C0805C689K5GACTU,https://www.digikey.es/es/products/detail/kemet/C0805C689K5GACTU/2213162,,,,,6.8pF,±10%,50V,C0G,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0402_68pF_16V_±10%_C0G,CAP CER 68PF 16V C0G/NP0 0402,68pF 16V (C0G),Capacitors:C,Capacitor_SMD:C_0402_1005Metric,KEMET,C0402C680K4GACTU,https://www.digikey.es/es/products/detail/kemet/C0402C680K4GACTU/12701279,,,,,68pF,±10%,16V,C0G,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_68pF_50V_±10%_X7R,CAP CER 0603,68pF 50V (X7R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C680K5RACAUTO,https://www.digikey.es/es/products/detail/kemet/C0603C680K5RACAUTO/18126466,,,,,68pF,±10%,50V,X7R,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_68pF_50V_±10%_C0G,CAP CER 68PF 50V C0G/NP0 0603,68pF 50V (C0G),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C680K5GACTU,https://www.digikey.es/es/products/detail/kemet/C0603C680K5GACTU/2201078,,,,,68pF,±10%,50V,C0G,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_68pF_100V_±5%_X8R,CAP CER 0603 68PF 100V ULTRA STA,68pF 100V (X8R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C680J1HACAUTO,https://www.digikey.es/es/products/detail/kemet/C0603C680J1HACAUTO/7957061,,,,,68pF,±5%,100V,X8R,,,,,,-55°C ~ 150°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_68pF_50V_±20%_X8R,CAP CER 68PF 50V X8R 0603,68pF 50V (X8R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C680M5HACTU,https://www.digikey.es/es/products/detail/kemet/C0603C680M5HACTU/7947141,,,,,68pF,±20%,50V,X8R,,,,,,-55°C ~ 150°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_68pF_50V_±1%_X8R,CAP CER 68PF 50V X8R 0603,68pF 50V (X8R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C680F5HACTU,https://www.digikey.es/es/products/detail/kemet/C0603C680F5HACTU/7946089,,,,,68pF,±1%,50V,X8R,,,,,,-55°C ~ 150°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0402_68pF_6.3V_±10%_X7R,CAP CER 68PF 6.3V X7R 0402,68pF 6.3V (X7R),Capacitors:C,Capacitor_SMD:C_0402_1005Metric,KEMET,C0402C680K9RACTU,https://www.digikey.es/es/products/detail/kemet/C0402C680K9RACTU/18190764,,,,,68pF,±10%,6.3V,X7R,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0805_68pF_50V_±10%_C0G,CAP CER 68PF 50V C0G/NP0 0805,68pF 50V (C0G),Capacitors:C,Capacitor_SMD:C_0805_2012Metric,KEMET,C0805C680K5GACTU,https://www.digikey.es/es/products/detail/kemet/C0805C680K5GACTU/2213073,,,,,68pF,±10%,50V,C0G,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0805_68pF_50V_±10%_X7R,CAP CER 68PF 50V X7R 0805,68pF 50V (X7R),Capacitors:C,Capacitor_SMD:C_0805_2012Metric,KEMET,C0805C680K5RACAUTO,https://www.digikey.es/es/products/detail/kemet/C0805C680K5RACAUTO/11677006,,,,,68pF,±10%,50V,X7R,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0402_680pF_16V_±10%_X7R,CAP CER 680PF 16V X7R 0402,680pF 16V (X7R),Capacitors:C,Capacitor_SMD:C_0402_1005Metric,KEMET,C0402C681K4RACTU,https://www.digikey.es/es/products/detail/kemet/C0402C681K4RACTU/2196893,,,,,680pF,±10%,16V,X7R,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_680pF_50V_±10%_X7R,CAP CER 680PF 50V X7R 0603,680pF 50V (X7R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C681K5RACTU,https://www.digikey.es/es/products/detail/kemet/C0603C681K5RACTU/411079,,,,,680pF,±10%,50V,X7R,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_680pF_50V_±10%_C0G,CAP CER 680PF 50V C0G/NP0 0603,680pF 50V (C0G),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C681K5GACTU,https://www.digikey.es/es/products/detail/kemet/C0603C681K5GACTU/2201102,,,,,680pF,±10%,50V,C0G,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_680pF_50V_±5%_X8R,CAP CER 680PF 50V X8R 0603,680pF 50V (X8R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C681J5HACTU,https://www.digikey.es/es/products/detail/kemet/C0603C681J5HACTU/3737141,,,,,680pF,±5%,50V,X8R,,,,,,-55°C ~ 150°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0402_680pF_6.3V_±10%_X7R,CAP CER 680PF 6.3V X7R 0402,680pF 6.3V (X7R),Capacitors:C,Capacitor_SMD:C_0402_1005Metric,KEMET,C0402C681K9RACTU,https://www.digikey.es/es/products/detail/kemet/C0402C681K9RACTU/18195445,,,,,680pF,±10%,6.3V,X7R,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0805_680pF_50V_±10%_X7R,CAP CER 680PF 50V X7R 0805,680pF 50V (X7R),Capacitors:C,Capacitor_SMD:C_0805_2012Metric,KEMET,C0805C681K5RACTU,https://www.digikey.es/es/products/detail/kemet/C0805C681K5RACTU/411143,,,,,680pF,±10%,50V,X7R,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0805_680pF_50V_±10%_C0G,CAP CER 680PF 50V C0G/NP0 0805,680pF 50V (C0G),Capacitors:C,Capacitor_SMD:C_0805_2012Metric,KEMET,C0805C681K5GACTU,https://www.digikey.es/es/products/detail/kemet/C0805C681K5GACTU/2213097,,,,,680pF,±10%,50V,C0G,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0402_6.8nF_16V_±10%_X7R,CAP CER 6800PF 16V X7R 0402,6.8nF 16V (X7R),Capacitors:C,Capacitor_SMD:C_0402_1005Metric,KEMET,C0402C682K4RACTU,https://www.digikey.es/es/products/detail/kemet/C0402C682K4RACTU/2196903,,,,,6.8nF,±10%,16V,X7R,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_6.8nF_50V_±10%_X7R,CAP CER 6800PF 50V X7R 0603,6.8nF 50V (X7R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C682K5RACTU,https://www.digikey.es/es/products/detail/kemet/C0603C682K5RACTU/411088,,,,,6.8nF,±10%,50V,X7R,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_6.8nF_50V_±10%_C0G,CAP CER 6800PF 50V C0G/NP0 0603,6.8nF 50V (C0G),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603X682K5GECTU,https://www.digikey.es/es/products/detail/kemet/C0603X682K5GECTU/6825463,,,,,6.8nF,±10%,50V,C0G,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_6.8nF_50V_±10%_X8G,CAP CER 6800PF 50V X8G 0603,6.8nF 50V (X8G),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C682K5TACAUTO,https://www.digikey.es/es/products/detail/kemet/C0603C682K5TACAUTO/13546792,,,,,6.8nF,±10%,50V,X8G,,,,,,-55°C ~ 150°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_6.8nF_50V_±5%_X8R,CAP CER 6800PF 50V X8R 0603,6.8nF 50V (X8R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C682J5HACAUTO,https://www.digikey.es/es/products/detail/kemet/C0603C682J5HACAUTO/7516066,,,,,6.8nF,±5%,50V,X8R,,,,,,-55°C ~ 150°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
