IPN,Part Number,Description,Value,Symbol,Symbol Revision,Footprint,Footprint Revision,Manufacturer,Manufacturer Part Number,Suplier URL,Manufacturer Alternative,MPN Alternative,Manufacturer Alternative 2,MPN Alternative 2,Type,Dimensions,Material,Mounting,Height,RoHS,Datasheet,Created By,Created On,Approved By,Approved On,Revision,Comments,Cost_1,Cost_10,Cost_100,Cost_500,Cost_1000,Cost_2500,Cost_5000
IPN_MECH-0001,FIDUCIAL_D1_0mm_Mask_2_0mm,Fiducial 1mm diameter 2mm mask,FIDUCIAL,Mechanical:Fiducial,1,Mechanical:Fiducial_1mm_Mask2mm,1,,,,,,,,SMD,1,,,,,,AMR,14/09/26,,,1,,,,,,,,
