IPN,Part Number,Description,Value,Symbol,Footprint,Manufacturer,Manufacturer Part Number,Manufacturer Alternative,MPN Alternative,Manufacturer Alternative 2,MPN Alternative 2,ImpedanceAtFreq,DCR,RatedCurrent,Package,TempRange,RoHS,Datasheet,Created By,Created On,Approved By,Approved On,Revision,Comments
IPN_FB-????,,,,,,,,,,,,,,,,,,,,,,,,
