IPN,Part Number,Description,Value,Symbol,Footprint,Manufacturer,Manufacturer Part Number,Supplier,Manufacturer Alternative,MPN Alternative,Manufacturer Alternative 2,MPN Alternative 2,Type,Protocol,Frequency,Interface,Memory,TxPower,Voltage,Package,TempRange,RoHS,Datasheet,Created By,Created On,Approved By,Approved On,Revision,Comments,Cost_1,Cost_10,Cost_100,Cost_500,Cost_1000,Cost_2500,Cost_5000
IPN_U-????,ST25DV64KC-JF6D3,"STMicroelectronics ST25DV64KC-JF6D3 -- dynamic NFC/RFID tag IC, 64-Kbit EEPROM, dual I2C / RF interface, energy harvesting",ST25DV64KC-JF6D3,IC_RF:ST25DVxxK-JFR6D3,Packages_DFN_QFN:ST_UFDFPN-12-1EP_3x3mm_P0.5mm_EP1.4x2.55mm,STMicroelectronics,ST25DV64KC-JF6D3,https://www.digikey.com/en/products/detail/stmicroelectronics/ST25DV64KC-JF6D3/16359669,STMicroelectronics,ST25DV16KC-JF6D3,STMicroelectronics,ST25DV04KC-JF6D3,"NFC/RFID tag (dynamic, dual interface)","ISO/IEC 15693, NFC Forum Type 5",13.56 MHz,I2C,64 Kbit EEPROM,,1.8-5.5 V,"UFDFPN-12 EP, 3x3 mm",-40C to +85C,Yes,https://www.st.com/resource/en/datasheet/st25dv64kc.pdf,AMR,2026-08-26,,,,"Pin/command-compatible with ST25DV16KC-JF6D3 and ST25DV04KC-JF6D3",1.91,1.646,1.4263,1.29588,1.24497,,1.13774
