IPN,Part Number,Description,Value,Symbol,Footprint,Manufacturer,Manufacturer Part Number,Supplier,Manufacturer Alternative,MPN Alternative,Manufacturer Alternative 2,MPN Alternative 2,Core,ClockSpeed,Flash,RAM,IOCount,Interfaces,Voltage,Package,TempRange,RoHS,Datasheet,Created By,Created On,Approved By,Approved On,Revision,Comments,Cost_1,Cost_10,Cost_100,Cost_500,Cost_1000,Cost_2500,Cost_5000
IPN_U-????,ISP1807-LR,"Insight SiP ISP1807-LR -- nRF52840-based Bluetooth 5 SiP module with native USB 2.0 FS device controller and on-chip NFC-A tag peripheral",ISP1807-LR-RS,Microcontroller:ISP1807-LR-RS,MCU:ISP1807-LR,Insight SiP,ISP1807-LR,https://www.digikey.com/en/products/detail/insight-sip/ISP1807-LR-RS/9951435,,,,,ARM Cortex-M4F,64 MHz,1 MB,256 KB,64,"BLE 5, USB 2.0 FS, NFC-A, SWD",1.7-5.5 V,LGA-120,-40C to +85C,Yes,https://www.insightsip.com/fichiers_insightsip/pdf/ble/ISP1807/isp_ble_DS1807.pdf,AMR,2026-08-25,,,,,,,,11.15,,,
