IPN,Part Number,Description,Value,Symbol,Footprint,Manufacturer,Manufacturer Part Number,Suplier URL,Manufacturer Alternative,MPN Alternative,Manufacturer Alternative 2,MPN Alternative 2,Type,Voltage,Clock,Memory,Interfaces,IO Count,Package,ESD,Power,TempRange,RoHS,Datasheet,Created By,Created On,Approved By,Approved On,Revision,Comments,Cost_1,Cost_10,Cost_100,Cost_500,Cost_1000,Cost_2500,Cost_5000
IPN_U-????,STSAFA120DFSPL05,"STMicroelectronics STSAFE-A120 -- secure authentication companion IC, I2C, 16 kB NVM, hashing/encryption/decryption crypto services",STSAFA120DFSPL05,ICs:STSAFA120-DF,Packages_DFN_QFN:ST_UFDFPN-8-1EP_2x3mm_P0.5mm_EP1.4x2.55mm,STMicroelectronics,STSAFA120DFSPL05,https://www.digikey.com/en/products/detail/stmicroelectronics/STSAFA120DFSPL05/26254468,,,,,Secure element / authentication companion IC,2.7-5.5 V,,16 kB NVM,I2C,,"UFDFPN-8 EP, 2x3 mm",,,-40C to +105C,Yes,https://www.st.com/resource/en/datasheet/stsafe-a120.pdf,AMR,2026-08-26,,,,"Critical, single-source component -- proprietary ST secure element, no drop-in alternate. Contingency-only alternates (require engineering rework): NXP SE050/EdgeLock, Microchip ATECC608, Infineon OPTIGA Trust. VCC gated by load switch per HW-16. See docs/001_spec.md Appendix D",3.06,2.28,1.87,1.71,,,
