IPN,Part Number,Description,Value,Symbol,Symbol Revision,Footprint,Footprint Revision,Manufacturer,Manufacturer Part Number,Suplier URL,Manufacturer Alternative,MPN Alternative,Manufacturer Alternative 2,MPN Alternative 2,Series,Type,Inductance,Tolerance,Ir,Isat,DCR,SRF,Q,Package,Mounting Height,Core,Shielded,TempRange,Lifecycle,RoHS,Datasheet,Created By,Created On,Approved By,Approved On,Revision,Comments,Cost_1,Cost_10,Cost_100,Cost_500,Cost_1000,Cost_2500,Cost_5000
IPN_L-????,L0806_2.2uH_1.4A_±20%_169mOhm,FIXED IND 2.2UH 1.4A 169 MOHM,2.2uH,Inductor:L,1,Inductors:L_0806_2016Metric,1,Murata Electronics,DFE2MCAH2R2MJ0L,https://www.digikey.es/en/products/detail/murata-electronics/DFE2MCAH2R2MJ0L/10135188,,,,,DFE2M,"Drum Core, Wirewound",2.2 µH,±20%,1.4 A,1.7A,169mOhm Max,,,806,"0.047"" (1.20mm)",Metal,Shielded,-40°C ~ 150°C,Activo,,https://pim.murata.com/asset/pim4/inductor/JETE243A-9107_PDF_INDUCTOR,AMR,06/09/2026,,,1,,0.46,,,,,,
IPN_L-????,L1008_330nH_4.9A_±20%_21mOhm,FIXED IND 330NH 4.9A 21 MOHM SMD,330nH,Inductor:L,1,Inductors:L_1008_2520Metric,1,Murata Electronics,DFE2HCAHR33MJ0L,https://www.digikey.es/en/products/detail/murata-electronics/DFE2HCAHR33MJ0L/10135183,,,,,DFE2H,"Drum Core, Wirewound",330 nH,±20%,4.9 A,5.8A,21mOhm Max,,,1008,"0.047"" (1.20mm)",Metal,Shielded,-40°C ~ 150°C,Activo,,https://pim.murata.com/asset/pim4/inductor/JETE243A-9105_PDF_INDUCTOR,AMR,06/09/2026,,,1,,0.52,,,,,,
IPN_L-????,L0806_330nH_5.1A_±20%_18mOhm,FIXED IND 330NH 5.1A 18 MOHM SMD,330nH,Inductor:L,1,Inductors:L_0806_2016Metric,1,Murata Electronics,DFE2MCPHR33MJLLQ,https://www.digikey.es/en/products/detail/murata-electronics/DFE2MCPHR33MJLLQ/22471499,,,,,DFE2MCPH_JL,Wirewound,330 nH,±20%,5.1 A,6.9A,18mOhm Max,,,806,"0.047"" (1.20mm)",Metal,Shielded,-40°C ~ 115°C,Activo,,https://pim.murata.com/asset/pim4/inductor/JETE243A-9109_PDF_INDUCTOR?lastModifiedDatetime=20250708072124,AMR,06/09/2026,,,1,,0.57,,,,,,
IPN_L-????,L1210_680nH_5A_±20%_17mOhm,FIXED IND 680NH 5A 17 MOHM SMD,680nH,Inductor:L,1,Inductors:L_1210_3225Metric,1,Murata Electronics,DFE32CAHR68MR0L,https://www.digikey.es/en/products/detail/murata-electronics/DFE32CAHR68MR0L/16892642,,,,,DFE32CAH_R0,Wirewound,680 nH,±20%,5 A,7A,17mOhm Max,,,1210,"0.079"" (2.00mm)",Metal,Shielded,-55°C ~ 150°C,Activo,,https://pim.murata.com/asset/pim4/inductor/JETE243A-9108_PDF_INDUCTOR,AMR,06/09/2026,,,1,,0.85,,,,,,
IPN_L-????,LFCUL0630_220nH_26A_±20%_1.12mOhm,FIXED IND 220NH 26A 1.12 MOHM,220nH,Inductor:L,1,,1,Murata Electronics,FCUL0630-H-R22M=P3,https://www.digikey.es/en/products/detail/murata-electronics/FCUL0630-H-R22M-P3/10689103,,,,,FCUL0630,Wirewound,220 nH,±20%,26 A,25A,1.12mOhm Max,,,FCUL0630,"0.118"" (3.00mm)",Metal,Unshielded,-40°C ~ 125°C,Activo,,https://pim.murata.com/asset/pim4/inductor/J(E)TE243B-0019_FCUL0630_REFERENCE_PDF_INDUCTOR,AMR,06/09/2026,,,1,,1.93,,,,,,
IPN_L-????,LFCUL0630_360nH_21A_±20%_1.9mOhm,FIXED IND 360NH 21A 1.9 MOHM SMD,360nH,Inductor:L,1,,1,Murata Electronics,FCUL0630-H-R36M=P3,https://www.digikey.es/en/products/detail/murata-electronics/FCUL0630-H-R36M-P3/10705168,,,,,FCUL0630,Wirewound,360 nH,±20%,21 A,18A,1.9mOhm,,,FCUL0630,"0.118"" (3.00mm)",Metal,Shielded,-40°C ~ 125°C,Activo,,https://pim.murata.com/asset/pim4/inductor/J(E)TE243B-0019_FCUL0630_REFERENCE_PDF_INDUCTOR,AMR,06/09/2026,,,1,,1.93,,,,,,
IPN_L-????,LFCUL0630_560nH_17A_±20%_3.0281mOhm,FIXED IND 560NH 17A 3.0281 MOHM,560nH,Inductor:L,1,,1,Murata Electronics,FCUL0630-H-R56M=P3,https://www.digikey.es/en/products/detail/murata-electronics/FCUL0630-H-R56M-P3/10704655,,,,,FCUL0630,Wirewound,560 nH,±20%,17 A,14A,3.0281mOhm Max,,,FCUL0630,"0.118"" (3.00mm)",Metal,Shielded,-40°C ~ 125°C,Activo,,https://pim.murata.com/asset/pim4/inductor/J(E)TE243B-0019_FCUL0630_REFERENCE_PDF_INDUCTOR,AMR,06/09/2026,,,1,,2.04,,,,,,
IPN_L-????,LFCUL1060_560nH_30A_±20%_0.91mOhm,FIXED IND 560NH 30A 0.91 MOHM,560nH,Inductor:L,1,,1,Murata Electronics,FCUL1060-H-R56M=P3,https://www.digikey.es/en/products/detail/murata-electronics/FCUL1060-H-R56M-P3/10694234,,,,,FCUL1060,Wirewound,560 nH,±20%,30 A,34A,0.91mOhm Max,,,FCUL1060,"0.236"" (6.00mm)",Metal,Shielded,-40°C ~ 125°C,Activo,,https://pim.murata.com/asset/pim4/inductor/J(E)TE243B-0021_FCUL1060_REFERENCE_PDF_INDUCTOR,AMR,06/09/2026,,,1,,2.08,,,,,,
IPN_L-????,L0806_330nH_5.6A_±20%_28mOhm,FIXED IND 330NH 5.6A 28 MOHM SMD,330nH,Inductor:L,1,Inductors:L_0806_2016Metric,1,Murata Electronics,DFE201612P-R33M=P2,https://www.digikey.es/en/products/detail/murata-electronics/DFE201612P-R33M-P2/5247233,,,,,DFE201612P,"Drum Core, Wirewound",330 nH,±20%,5.6 A,,28mOhm Max,,,806,"0.039"" (1.00mm)",Metal,Shielded,-40°C ~ 125°C,Activo,,https://pim.murata.com/asset/pim4/inductor/J(E)TE243A-0033_PDF_INDUCTOR,AMR,06/09/2026,,,1,,0.19,,,,,,
IPN_L-????,L0806_680nH_3A_±20%_42mOhm,FIXED IND 680NH 3A 42 MOHM SMD,680nH,Inductor:L,1,Inductors:L_0806_2016Metric,1,Murata Electronics,DFE2MCAHR68MJ0L,https://www.digikey.es/en/products/detail/murata-electronics/DFE2MCAHR68MJ0L/10135193,,,,,DFE2M,"Drum Core, Wirewound",680 nH,±20%,3 A,3.1A,42mOhm Max,,,806,"0.047"" (1.20mm)",Metal,Shielded,-40°C ~ 150°C,Activo,,https://pim.murata.com/asset/pim4/inductor/JETE243A-9107_PDF_INDUCTOR,AMR,06/09/2026,,,1,,0.46,,,,,,
IPN_L-????,LFCUL0630_120nH_32A_±20%_0.824mOhm,FIXED IND 120NH 32A 0.824 MOHM,120nH,Inductor:L,1,,1,Murata Electronics,FCUL0630-H-R12M=P3,https://www.digikey.es/en/products/detail/murata-electronics/FCUL0630-H-R12M-P3/9815920,,,,,FCUL0630,"Drum Core, Wirewound",120 nH,±20%,32 A,30A,0.824mOhm Max,,,FCUL0630,"0.118"" (3.00mm)",Metal,Shielded,-40°C ~ 125°C,Activo,,https://pim.murata.com/asset/pim4/inductor/J(E)TE243B-0019_FCUL0630_REFERENCE_PDF_INDUCTOR,AMR,06/09/2026,,,1,,1.93,,,,,,
IPN_L-????,LFCUL0624_470nH_16A_±20%_3.498mOhm,FIXED IND 470NH 16A 3.498 MOHM,470nH,Inductor:L,1,,1,Murata Electronics,FCUL0624-H-R47M=P3,https://www.digikey.es/en/products/detail/murata-electronics/FCUL0624-H-R47M-P3/10695104,,,,,FCUL0624,Wirewound,470 nH,±20%,16 A,17A,3.498mOhm Max,,,FCUL0624,"0.118"" (3.00mm)",Metal,Shielded,-40°C ~ 125°C,Activo,,https://pim.murata.com/asset/pim4/inductor/J(E)TE243B-0018_FCUL0624_REFERENCE_PDF_INDUCTOR,AMR,06/09/2026,,,1,,1.87,,,,,,
IPN_L-????,LFCUL0630_680nH_15A_±20%_3.83mOhm,FIXED IND 680NH 15A 3.83 MOHM,680nH,Inductor:L,1,,1,Murata Electronics,FCUL0630-H-R68M=P3,https://www.digikey.es/en/products/detail/murata-electronics/FCUL0630-H-R68M-P3/10704211,,,,,FCUL0630,Wirewound,680 nH,±20%,15 A,14A,3.83mOhm Max,,,FCUL0630,"0.118"" (3.00mm)",Metal,Shielded,-40°C ~ 125°C,Activo,,https://pim.murata.com/asset/pim4/inductor/J(E)TE243B-0019_FCUL0630_REFERENCE_PDF_INDUCTOR,AMR,06/09/2026,,,1,,1.93,,,,,,
IPN_L-????,L0805_2.2uH_1.2A_±20%_228mOhm,FIXED IND 2.2UH 1.2A 228 MOHM,2.2uH,Inductor:L,1,Inductors:L_0805_2012Metric,1,Murata Electronics,DFE201210U-2R2M=P2,https://www.digikey.es/en/products/detail/murata-electronics/DFE201210U-2R2M-P2/7595453,,,,,DFE201210U,"Drum Core, Wirewound",2.2 µH,±20%,1.2 A,2A,228mOhm Max,,,805,"0.039"" (1.00mm)",Metal,Shielded,-40°C ~ 125°C,Activo,,https://pim.murata.com/asset/pim4/inductor/J(E)TE243A-0029_PDF_INDUCTOR,AMR,06/09/2026,,,1,,0.25,,,,,,
IPN_L-????,L1008_1uH_3A_±20%_50mOhm,FIXED IND 1UH 3A 50 MOHM SMD,1uH,Inductor:L,1,Inductors:L_1008_2520Metric,1,Murata Electronics,DFE2HCAH1R0MJ0L,https://www.digikey.es/en/products/detail/murata-electronics/DFE2HCAH1R0MJ0L/10135180,,,,,DFE2H,"Drum Core, Wirewound",1 µH,±20%,3 A,3.4A,50mOhm Max,,,1008,"0.047"" (1.20mm)",Metal,Shielded,-40°C ~ 150°C,Activo,,https://pim.murata.com/asset/pim4/inductor/JETE243A-9105_PDF_INDUCTOR,AMR,06/09/2026,,,1,,0.49,,,,,,
IPN_L-????,L1210_0.47uH_5.9A_±20%_14mOhm,FIXED IND 0.47UH 5.9A 14 MOHM,0.47uH,Inductor:L,1,Inductors:L_1210_3225Metric,1,Murata Electronics,DFE32CAHR47MR0L,https://www.digikey.es/en/products/detail/murata-electronics/DFE32CAHR47MR0L/16892645,,,,,DFE32CAH_R0,Wirewound,0.47 µH,±20%,5.9 A,8.7A,14mOhm Max,,,1210,"0.079"" (2.00mm)",Metal,Shielded,-55°C ~ 150°C,Activo,,https://pim.murata.com/asset/pim4/inductor/JETE243A-9108_PDF_INDUCTOR,AMR,06/09/2026,,,1,,0.85,,,,,,
IPN_L-????,L1210_1.5uH_3.5A_±20%_30mOhm,FIXED IND 1.5UH 3.5A 30 MOHM SMD,1.5uH,Inductor:L,1,Inductors:L_1210_3225Metric,1,Murata Electronics,DFE32CAH1R5MR0L,https://www.digikey.es/en/products/detail/murata-electronics/DFE32CAH1R5MR0L/16892635,,,,,DFE32CAH_R0,Wirewound,1.5 µH,±20%,3.5 A,4.8A,30mOhm Max,,,1210,"0.079"" (2.00mm)",Metal,Shielded,-55°C ~ 150°C,Activo,,https://pim.murata.com/asset/pim4/inductor/JETE243A-9108_PDF_INDUCTOR,AMR,06/09/2026,,,1,,0.86,,,,,,
IPN_L-????,L0806_680nH_3.5A_±20%_33mOhm,FIXED IND 680NH 3.5A 33 MOHM SMD,680nH,Inductor:L,1,Inductors:L_0806_2016Metric,1,Murata Electronics,DFE201612E-R68M=P2,https://www.digikey.es/en/products/detail/murata-electronics/DFE201612E-R68M-P2/10693993,,,,,DFE18SBN,Wirewound,680 nH,±20%,3.5 A,4.3A,33mOhm Max,,,806,"0.047"" (1.20mm)",Metal,Shielded,-40°C ~ 125°C,Activo,,https://pim.murata.com/asset/pim4/inductor/J(E)TE243A-0006_PDF_INDUCTOR,AMR,06/09/2026,,,1,,0.21,,,,,,
IPN_L-????,L0806_330nH_4A_±20%_26mOhm,FIXED IND 330NH 4A 26 MOHM SMD,330nH,Inductor:L,1,Inductors:L_0806_2016Metric,1,Murata Electronics,DFE201610E-R33M=P2,https://www.digikey.es/en/products/detail/murata-electronics/DFE201610E-R33M-P2/7927535,,,,,DFE201610E,"Drum Core, Wirewound",330 nH,±20%,4 A,5.5A,26mOhm Max,,,806,"0.039"" (1.00mm)",Metal,Shielded,-40°C ~ 125°C,Activo,,https://pim.murata.com/asset/pim4/inductor/J(E)TE243A-0001_PDF_INDUCTOR,AMR,06/09/2026,,,1,,0.21,,,,,,
IPN_L-????,L1210_680nH_4.4A_±20%_26mOhm,FIXED IND 680NH 4.4A 26 MOHM SMD,680nH,Inductor:L,1,Inductors:L_1210_3225Metric,1,Murata Electronics,DFE322512F-R68M=P2,https://www.digikey.es/en/products/detail/murata-electronics/DFE322512F-R68M-P2/10704518,,,,,DFE18SBN,Wirewound,680 nH,±20%,4.4 A,6.1A,26mOhm Max,,,1210,"0.047"" (1.20mm)",Metal,Shielded,-40°C ~ 125°C,Activo,,https://pim.murata.com/asset/pim4/inductor/J(E)TE243A-0019_PDF_INDUCTOR,AMR,06/09/2026,,,1,,0.39,,,,,,
IPN_L-????,L1008_680nH_3.6A_±20%_31mOhm,FIXED IND 680NH 3.6A 31 MOHM SMD,680nH,Inductor:L,1,Inductors:L_1008_2520Metric,1,Murata Electronics,DFE2HCAHR68MJ0L,https://www.digikey.es/en/products/detail/murata-electronics/DFE2HCAHR68MJ0L/10135185,,,,,DFE2H,"Drum Core, Wirewound",680 nH,±20%,3.6 A,4.4A,31mOhm Max,,,1008,"0.047"" (1.20mm)",Metal,Shielded,-40°C ~ 150°C,Activo,,https://pim.murata.com/asset/pim4/inductor/JETE243A-9105_PDF_INDUCTOR,AMR,06/09/2026,,,1,,0.49,,,,,,
IPN_L-????,L0806_330nH_3.9A_±20%_29mOhm,FIXED IND 330NH 3.9A 29 MOHM SMD,330nH,Inductor:L,1,Inductors:L_0806_2016Metric,1,Murata Electronics,DFE2MCAHR33MJ0L,https://www.digikey.es/en/products/detail/murata-electronics/DFE2MCAHR33MJ0L/10135191,,,,,DFE2M,"Drum Core, Wirewound",330 nH,±20%,3.9 A,4.2A,29mOhm Max,,,806,"0.047"" (1.20mm)",Metal,Shielded,-40°C ~ 150°C,Activo,,,AMR,06/09/2026,,,1,,0.46,,,,,,
IPN_L-????,L1210_6.8uH_1.8A_±20%_135mOhm,FIXED INDUCTOR 6.8UH 1210,6.8uH,Inductor:L,1,Inductors:L_1210_3225Metric,1,Murata Electronics,DFE32CAH6R8MR0L,https://www.digikey.es/en/products/detail/murata-electronics/DFE32CAH6R8MR0L/28738925,,,,,DFE32CAH_R0,Wirewound,6.8 µH,±20%,1.8 A,2.2A,135mOhm Max,,,1210,"0.079"" (2.00mm)",Metal,Unshielded,-55°C ~ 150°C,Activo,,https://pim.murata.com/asset/pim4/inductor/JETE243A-9108_PDF_INDUCTOR?lastModifiedDatetime=20251113142359,AMR,06/09/2026,,,1,,0.86,,,,,,
IPN_L-????,L0805_330nH_3.4A_±20%_31mOhm,FIXED IND 330NH 3.4A 31 MOHM SMD,330nH,Inductor:L,1,Inductors:L_0805_2012Metric,1,Murata Electronics,DFE201210U-R33M=P2,https://www.digikey.es/en/products/detail/murata-electronics/DFE201210U-R33M-P2/7927529,,,,,DFE201210U,"Drum Core, Wirewound",330 nH,±20%,3.4 A,5.2A,31mOhm Max,,,805,"0.039"" (1.00mm)",Metal,Shielded,-40°C ~ 125°C,Activo,,https://pim.murata.com/asset/pim4/inductor/J(E)TE243A-0029_PDF_INDUCTOR,AMR,06/09/2026,,,1,,0.25,,,,,,
IPN_L-????,L1210_6.8uH_1.2A_±20%_220mOhm,FIXED IND 6.8UH 1.2A 220 MOHM,6.8uH,Inductor:L,1,Inductors:L_1210_3225Metric,1,Murata Electronics,DFE322512F-6R8M=P2,https://www.digikey.es/en/products/detail/murata-electronics/DFE322512F-6R8M-P2/9815917,,,,,DFE322512F,"Drum Core, Wirewound",6.8 µH,±20%,1.2 A,2A,220mOhm Max,,,1210,"0.047"" (1.20mm)",Metal,Shielded,-40°C ~ 125°C,Activo,,https://pim.murata.com/asset/pim4/inductor/J(E)TE243A-0019_PDF_INDUCTOR,AMR,06/09/2026,,,1,,0.39,,,,,,
