IPN,Part Number,Description,Value,Symbol,Footprint,Manufacturer,Manufacturer Part Number,Manufacturer Alternative,MPN Alternative,Manufacturer Alternative 2,MPN Alternative 2,Resistance,Tolerance,Power,Taper,Turns,Mounting,Package,TempRange,RoHS,Datasheet,Created By,Created On,Approved By,Approved On,Revision,Comments
IPN_RV-????,,,,,,,,,,,,,,,,,,,,,,,,,,,
