IPN,Part Number,Description,Value,Symbol,Footprint,Manufacturer,Manufacturer Part Number,Suplier URL,Manufacturer Alternative,MPN Alternative,Manufacturer Alternative 2,MPN Alternative 2,Capacitance,Tolerance,Voltage,Dielectric,ESR,Ripple,Package_mil,Package_mm,Dimensions,Height,CodeSize,Polarized,TempRange,Lifecycle,RoHS,Datasheet,Created By,Created On,Approved By,Approved On,Revision,Comments
IPN_C-????,CPOL_1206_100nF_50V_±10%,CAP TANT 0.1UF 10% 50V 1206,100nF 50V,CAPACITOR_TAN,CPOL1206,KEMET,T491A104K050AT,https://www.digikey.es/es/products/detail/kemet/T491A104K050AT/2336174,,,,,100nF,±10%,50V,,20Ohm,,1206,3216,"0.126"" L x 0.063"" A (3.20mm x 1.60mm)","0.071"" (1.80mm)",A,yes,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,
IPN_C-????,CPOL_1411_150nF_50V_±10%,CAP TANT 0.15UF 10% 50V 1411,150nF 50V,CAPACITOR_TAN,CPOL1411,KEMET,T491B154K050AT,https://www.digikey.es/es/products/detail/kemet/T491B154K050AT/8614595,,,,,150nF,±10%,50V,,16Ohm,,1411,3528,"0.138"" L x 0.110"" A (3.50mm x 2.80mm)","0.083"" (2.10mm)",B,yes,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,
IPN_C-????,CPOL_1411_220nF_50V_±10%,CAP TANT 0.22UF 10% 50V 1411,220nF 50V,CAPACITOR_TAN,CPOL1411,KEMET,T491B224K050AT,https://www.digikey.es/es/products/detail/kemet/T491B224K050AT/2336232,,,,,220nF,±10%,50V,,14Ohm,,1411,3528,"0.138"" L x 0.110"" A (3.50mm x 2.80mm)","0.083"" (2.10mm)",B,yes,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,
IPN_C-????,CPOL_1206_330nF_25V_±10%,CAP TANT 0.33UF 10% 25V 1206,330nF 25V,CAPACITOR_TAN,CPOL1206,KEMET,T491A334K025AT,https://www.digikey.es/es/products/detail/kemet/T491A334K025AT/3759602,,,,,330nF,±10%,25V,,15Ohm,,1206,3216,"0.126"" L x 0.063"" A (3.20mm x 1.60mm)","0.071"" (1.80mm)",A,yes,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,
IPN_C-????,CPOL_1206_330nF_50V_±10%,CAP TANT 0.33UF 10% 50V 1206,330nF 50V,CAPACITOR_TAN,CPOL1206,KEMET,T491A334K050AT,https://www.digikey.es/es/products/detail/kemet/T491A334K050AT/8613988,,,,,330nF,±10%,50V,,14Ohm,,1206,3216,"0.126"" L x 0.063"" A (3.20mm x 1.60mm)","0.071"" (1.80mm)",A,yes,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,
IPN_C-????,CPOL_1206_470nF_25V_±10%,CAP TANT 0.47UF 10% 25V 1206,470nF 25V,CAPACITOR_TAN,CPOL1206,KEMET,T491A474K025AT,https://www.digikey.es/es/products/detail/kemet/T491A474K025AT/818556,,,,,470nF,±10%,25V,,14Ohm,,1206,3216,"0.126"" L x 0.063"" A (3.20mm x 1.60mm)","0.071"" (1.80mm)",A,yes,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,
IPN_C-????,CPOL_1411_470nF_50V_±10%,CAP TANT 0.47UF 10% 50V 1411,470nF 50V,CAPACITOR_TAN,CPOL1411,KEMET,T491B474K050AT,https://www.digikey.es/es/products/detail/kemet/T491B474K050AT/3724754,,,,,470nF,±10%,50V,,9Ohm,,1411,3528,"0.138"" L x 0.110"" A (3.50mm x 2.80mm)","0.083"" (2.10mm)",B,yes,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,
IPN_C-????,CPOL_1206_470nF_50V_±10%,CAP TANT 0.47UF 10% 50V 1206,470nF 50V,CAPACITOR_TAN,CPOL1206,KEMET,T491A474K050AT,https://www.digikey.es/es/products/detail/kemet/T491A474K050AT/8614720,,,,,470nF,±10%,50V,,9.5Ohm,,1206,3216,"0.126"" L x 0.063"" A (3.20mm x 1.60mm)","0.071"" (1.80mm)",A,yes,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,
IPN_C-????,CPOL_2312_470nF_50V_±10%,CAP TANT 0.47UF 10% 50V 2312,470nF 50V,CAPACITOR_TAN,CPOL2312,KEMET,T491C474K050AT,https://www.digikey.es/es/products/detail/kemet/T491C474K050AT/818612,,,,,470nF,±10%,50V,,8Ohm,,2312,6032,"0.236"" L x 0.126"" A (6.00mm x 3.20mm)","0.110"" (2.80mm)",C,yes,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,
IPN_C-????,CPOL_2312_680nF_50V_±10%,CAP TANT 0.68UF 10% 50V 2312,680nF 50V,CAPACITOR_TAN,CPOL2312,KEMET,T491C684K050AT,https://www.digikey.es/es/products/detail/kemet/T491C684K050AT/8616524,,,,,680nF,±10%,50V,,6.4Ohm,,2312,6032,"0.236"" L x 0.126"" A (6.00mm x 3.20mm)","0.110"" (2.80mm)",C,yes,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,
IPN_C-????,CPOL_1206_1uF_25V_±10%,CAP TANT 1UF 10% 25V 1206,1uF 25V,CAPACITOR_TAN,CPOL1206,KEMET,T491A105K025AT,https://www.digikey.es/es/products/detail/kemet/T491A105K025AT/818541,,,,,1uF,±10%,25V,,8Ohm,,1206,3216,"0.126"" L x 0.063"" A (3.20mm x 1.60mm)","0.071"" (1.80mm)",A,yes,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,
IPN_C-????,CPOL_1411_1uF_25V_±10%,CAP TANT 1UF 10% 25V 1411,1uF 25V,CAPACITOR_TAN,CPOL1411,KEMET,T491B105K025AT,https://www.digikey.es/es/products/detail/kemet/T491B105K025AT/3724810,,,,,1uF,±10%,25V,,5Ohm,,1411,3528,"0.138"" L x 0.110"" A (3.50mm x 2.80mm)","0.083"" (2.10mm)",B,yes,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,
IPN_C-????,CPOL_2312_1uF_50V_±10%,CAP TANT 1UF 10% 50V 2312,1uF 50V,CAPACITOR_TAN,CPOL2312,KEMET,T491C105K050AT,https://www.digikey.es/es/products/detail/kemet/T491C105K050AT/818590,,,,,1uF,±10%,50V,,5.5Ohm,,2312,6032,"0.236"" L x 0.126"" A (6.00mm x 3.20mm)","0.110"" (2.80mm)",C,yes,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,
IPN_C-????,CPOL_1206_1uF_50V_±10%,CAP TANT 1UF 10% 50V 1206,1uF 50V,CAPACITOR_TAN,CPOL1206,KEMET,T491A105K050AT,https://www.digikey.es/es/products/detail/kemet/T491A105K050AT/8616034,,,,,1uF,±10%,50V,,7Ohm,,1206,3216,"0.126"" L x 0.063"" A (3.20mm x 1.60mm)","0.071"" (1.80mm)",A,yes,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,
IPN_C-????,CPOL_1411_1uF_50V_±10%,CAP TANT 1UF 10% 50V 1411,1uF 50V,CAPACITOR_TAN,CPOL1411,KEMET,T491B105K050AT,https://www.digikey.es/es/products/detail/kemet/T491B105K050AT/3724722,,,,,1uF,±10%,50V,,6Ohm,,1411,3528,"0.138"" L x 0.110"" A (3.50mm x 2.80mm)","0.083"" (2.10mm)",B,yes,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,
IPN_C-????,CPOL_1206_1uF_16V_±10%,CAP TANT 1UF 10% 16V 1206,1uF 16V,CAPACITOR_TAN,CPOL1206,KEMET,T491A105K016AT,https://www.digikey.es/es/products/detail/kemet/T491A105K016AT/818539,,,,,1uF,±10%,16V,,10Ohm,,1206,3216,"0.126"" L x 0.063"" A (3.20mm x 1.60mm)","0.071"" (1.80mm)",A,yes,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,
IPN_C-????,CPOL_1206_1.5uF_25V_±10%,CAP TANT 1.5UF 10% 25V 1206,1.5uF 25V,CAPACITOR_TAN,CPOL1206,KEMET,T491A155K025AT,https://www.digikey.es/es/products/detail/kemet/T491A155K025AT/3724763,,,,,1.5uF,±10%,25V,,7.5Ohm,,1206,3216,"0.126"" L x 0.063"" A (3.20mm x 1.60mm)","0.071"" (1.80mm)",A,yes,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,
IPN_C-????,CPOL_1411_1.5uF_25V_±10%,CAP TANT 1.5UF 10% 25V 1411,1.5uF 25V,CAPACITOR_TAN,CPOL1411,KEMET,T491B155K025AT,https://www.digikey.es/es/products/detail/kemet/T491B155K025AT/818571,,,,,1.5uF,±10%,25V,,5Ohm,,1411,3528,"0.138"" L x 0.110"" A (3.50mm x 2.80mm)","0.083"" (2.10mm)",B,yes,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,
IPN_C-????,CPOL_2312_1.5uF_50V_±10%,CAP TANT 1.5UF 10% 50V 2312,1.5uF 50V,CAPACITOR_TAN,CPOL2312,KEMET,T491C155K050AT,https://www.digikey.es/es/products/detail/kemet/T491C155K050AT/3759641,,,,,1.5uF,±10%,50V,,4.5Ohm,,2312,6032,"0.236"" L x 0.126"" A (6.00mm x 3.20mm)","0.110"" (2.80mm)",C,yes,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,
IPN_C-????,CPOL_2917_1.5uF_50V_±10%,CAP TANT 1.5UF 10% 50V 2917,1.5uF 50V,CAPACITOR_TAN,CPOL2917,KEMET,T491D155K050AT,https://www.digikey.es/es/products/detail/kemet/T491D155K050AT/3724756,,,,,1.5uF,±10%,50V,,3.5Ohm,,2917,7343,"0.287"" L x 0.169"" A (7.30mm x 4.30mm)","0.122"" (3.10mm)",D,yes,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,
IPN_C-????,CPOL_1206_1.5uF_16V_±10%,CAP TANT 1.5UF 10% 16V 1206,1.5uF 16V,CAPACITOR_TAN,CPOL1206,KEMET,T491A155K016AT,https://www.digikey.es/es/products/detail/kemet/T491A155K016AT/818550,,,,,1.5uF,±10%,16V,,8Ohm,,1206,3216,"0.126"" L x 0.063"" A (3.20mm x 1.60mm)","0.071"" (1.80mm)",A,yes,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,
IPN_C-????,CPOL_2312_10uF_25V_±10%,CAP TANT 10UF 10% 25V 2312,10uF 25V,CAPACITOR_TAN,CPOL2312,KEMET,T491C106K025AT,https://www.digikey.es/es/products/detail/kemet/T491C106K025AT/818594,,,,,10uF,±10%,25V,,1.5Ohm,,2312,6032,"0.236"" L x 0.126"" A (6.00mm x 3.20mm)","0.110"" (2.80mm)",C,yes,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,
IPN_C-????,CPOL_2917_10uF_25V_±10%,CAP TANT 10UF 10% 25V 2917,10uF 25V,CAPACITOR_TAN,CPOL2917,KEMET,T491D106K025AT,https://www.digikey.es/es/products/detail/kemet/T491D106K025AT/818625,,,,,10uF,±10%,25V,,1Ohm,,2917,7343,"0.287"" L x 0.169"" A (7.30mm x 4.30mm)","0.122"" (3.10mm)",D,yes,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,
IPN_C-????,CPOL_1411_10uF_25V_±10%,CAP TANT 10UF 10% 25V 1411,10uF 25V,CAPACITOR_TAN,CPOL1411,KEMET,T491B106K025AT,https://www.digikey.es/es/products/detail/kemet/T491B106K025AT/1681740,,,,,10uF,±10%,25V,,2Ohm,,1411,3528,"0.138"" L x 0.110"" A (3.50mm x 2.80mm)","0.083"" (2.10mm)",B,yes,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,
IPN_C-????,CPOL_2917_10uF_50V_±10%,CAP TANT 10UF 10% 50V 2917,10uF 50V,CAPACITOR_TAN,CPOL2917,KEMET,T491D106K050AT,https://www.digikey.es/es/products/detail/kemet/T491D106K050AT/2336310,,,,,10uF,±10%,50V,,800mOhm,,2917,7343,"0.287"" L x 0.169"" A (7.30mm x 4.30mm)","0.122"" (3.10mm)",D,yes,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,
IPN_C-????,CPOL_1206_10uF_6V3_±10%,CAP TANT 10UF 10% 6.3V 1206,10uF 6V3,CAPACITOR_TAN,CPOL1206,KEMET,T491A106K006AT,https://www.digikey.es/es/products/detail/kemet/T491A106K006AT/818544,,,,,10uF,±10%,6V3,,4Ohm,,1206,3216,"0.126"" L x 0.063"" A (3.20mm x 1.60mm)","0.071"" (1.80mm)",A,yes,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,
IPN_C-????,CPOL_1206_10uF_16V_±10%,CAP TANT 10UF 10% 16V 1206,10uF 16V,CAPACITOR_TAN,CPOL1206,KEMET,T491A106K016AT,https://www.digikey.es/es/products/detail/kemet/T491A106K016AT/2336183,,,,,10uF,±10%,16V,,3Ohm,,1206,3216,"0.126"" L x 0.063"" A (3.20mm x 1.60mm)","0.071"" (1.80mm)",A,yes,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,
IPN_C-????,CPOL_1411_10uF_6V3_±10%,CAP TANT 10UF 10% 6.3V 1411,10uF 6V3,CAPACITOR_TAN,CPOL1411,KEMET,T491B106K006AT,https://www.digikey.es/es/products/detail/kemet/T491B106K006AT/818565,,,,,10uF,±10%,6V3,,3.5Ohm,,1411,3528,"0.138"" L x 0.110"" A (3.50mm x 2.80mm)","0.083"" (2.10mm)",B,yes,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,
IPN_C-????,CPOL_1411_10uF_16V_±10%,CAP TANT 10UF 10% 16V 1411,10uF 16V,CAPACITOR_TAN,CPOL1411,KEMET,T491B106K016AT,https://www.digikey.es/es/products/detail/kemet/T491B106K016AT/818567,,,,,10uF,±10%,16V,,2Ohm,,1411,3528,"0.138"" L x 0.110"" A (3.50mm x 2.80mm)","0.083"" (2.10mm)",B,yes,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,
IPN_C-????,CPOL_2312_10uF_16V_±10%,CAP TANT 10UF 10% 16V 2312,10uF 16V,CAPACITOR_TAN,CPOL2312,KEMET,T491C106K016AT,https://www.digikey.es/es/products/detail/kemet/T491C106K016AT/818592,,,,,10uF,±10%,16V,,1.8Ohm,,2312,6032,"0.236"" L x 0.126"" A (6.00mm x 3.20mm)","0.110"" (2.80mm)",C,yes,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,
IPN_C-????,CPOL_1411_10uF_16V_±10%,CAP TANT 10UF 10% 16V 1411,10uF 16V,CAPACITOR_TAN,CPOL1411,KEMET,T491T106K016AT,https://www.digikey.es/es/products/detail/kemet/T491T106K016AT/2336362,,,,,10uF,±10%,16V,,8Ohm,,1411,3528,"0.138"" L x 0.110"" A (3.50mm x 2.80mm)","0.047"" (1.20mm)",T,yes,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,
IPN_C-????,CPOL_2917_100uF_25V_±10%,CAP TANT 100UF 10% 25V 2917,100uF 25V,CAPACITOR_TAN,CPOL2917,KEMET,T491X107K025AT,https://www.digikey.es/es/products/detail/kemet/T491X107K025AT/2336377,,,,,100uF,±10%,25V,,300mOhm,,2917,7343,"0.287"" L x 0.169"" A (7.30mm x 4.30mm)","0.169"" (4.30mm)",X,yes,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,
IPN_C-????,CPOL_2824_100uF_25V_±10%,CAP TANT 100UF 10% 25V 2824,100uF 25V,CAPACITOR_TAN,CPOL2824,KEMET,T495E107K025ATE100,https://www.digikey.es/es/products/detail/kemet/T495E107K025ATE100/1829941,,,,,100uF,±10%,25V,,100mOhm,,2824,7260,"0.287"" L x 0.236"" A (7.30mm x 6.00mm)","0.150"" (3.80mm)",E,yes,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,
IPN_C-????,CPOL_2924_100uF_25V_±10%,CAP TANT 100UF 10% 25V 2924,100uF 25V,CAPACITOR_TAN,CPOL2924,KEMET,T510E107K025ATE050,https://www.digikey.es/es/products/detail/kemet/T510E107K025ATE050/3760590,,,,,100uF,±10%,25V,,50mOhm,,2924,7360,"0.287"" L x 0.236"" A (7.30mm x 6.00mm)","0.150"" (3.80mm)",E,yes,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,
IPN_C-????,CPOL_2917_100uF_25V_±10%,CAP TANT SMD AUTO,100uF 25V,CAPACITOR_TAN,CPOL2917,KEMET,T495X107K025AHE150,https://www.digikey.es/es/products/detail/kemet/T495X107K025AHE150/18168245,,,,,100uF,±10%,25V,,150mOhm a 100kHz,,2917,7343,"0.287"" L x 0.169"" A (7.30mm x 4.30mm)","0.169"" (4.30mm)",X,yes,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,
IPN_C-????,CPOL_2917_100uF_6V3_±10%,CAP TANT 100UF 10% 6.3V 2917,100uF 6V3,CAPACITOR_TAN,CPOL2917,KEMET,T491D107K006AT,https://www.digikey.es/es/products/detail/kemet/T491D107K006AT/2336314,,,,,100uF,±10%,6V3,,800mOhm,,2917,7343,"0.287"" L x 0.169"" A (7.30mm x 4.30mm)","0.122"" (3.10mm)",D,yes,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,
IPN_C-????,CPOL_2917_100uF_16V_±10%,CAP TANT 100UF 10% 16V 2917,100uF 16V,CAPACITOR_TAN,CPOL2917,KEMET,T491D107K016AT,https://www.digikey.es/es/products/detail/kemet/T491D107K016AT/818630,,,,,100uF,±10%,16V,,700mOhm,,2917,7343,"0.287"" L x 0.169"" A (7.30mm x 4.30mm)","0.122"" (3.10mm)",D,yes,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,
IPN_C-????,CPOL_2312_100uF_16V_±10%,CAP TANT 100UF 10% 16V 2312,100uF 16V,CAPACITOR_TAN,CPOL2312,KEMET,T495C107K016ATE200,https://www.digikey.es/es/products/detail/kemet/T495C107K016ATE200/4692851,,,,,100uF,±10%,16V,,-,,2312,6032,"0.236"" L x 0.126"" A (6.00mm x 3.20mm)","0.110"" (2.80mm)",C,yes,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,
IPN_C-????,CPOL_1411_100uF_6V3_±10%,CAP TANT 100UF 10% 6.3V 1411,100uF 6V3,CAPACITOR_TAN,CPOL1411,KEMET,T491B107K006AT,https://www.digikey.es/es/products/detail/kemet/T491B107K006AT/2336227,,,,,100uF,±10%,6V3,,3Ohm,,1411,3528,"0.138"" L x 0.110"" A (3.50mm x 2.80mm)","0.083"" (2.10mm)",B,yes,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,
IPN_C-????,CPOL_2312_100uF_6V3_±10%,CAP TANT 100UF 10% 6.3V 2312,100uF 6V3,CAPACITOR_TAN,CPOL2312,KEMET,T491C107K006AT,https://www.digikey.es/es/products/detail/kemet/T491C107K006AT/2336274,,,,,100uF,±10%,6V3,,900mOhm,,2312,6032,"0.236"" L x 0.126"" A (6.00mm x 3.20mm)","0.110"" (2.80mm)",C,yes,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,
IPN_C-????,CPOL_2917_1000uF_6V3_±10%,CAP TANT 1000UF 10% 6.3V 2917,1000uF 6V3,CAPACITOR_TAN,CPOL2917,KEMET,T491X108K006AT,https://www.digikey.es/es/products/detail/kemet/T491X108K006AT/1681738,,,,,1000uF,±10%,6V3,,600mOhm,,2917,7343,"0.287"" L x 0.169"" A (7.30mm x 4.30mm)","0.169"" (4.30mm)",X,yes,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,
IPN_C-????,CPOL_1411_15uF_25V_±10%,CAP TANT 15UF 10% 25V 1411,15uF 25V,CAPACITOR_TAN,CPOL1411,KEMET,T491B156K025AT,https://www.digikey.es/es/products/detail/kemet/T491B156K025AT/1842088,,,,,15uF,±10%,25V,,4Ohm,,1411,3528,"0.138"" L x 0.110"" A (3.50mm x 2.80mm)","0.083"" (2.10mm)",B,yes,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,
IPN_C-????,CPOL_2917_15uF_25V_±10%,CAP TANT 15UF 10% 25V 2917,15uF 25V,CAPACITOR_TAN,CPOL2917,KEMET,T491D156K025AT,https://www.digikey.es/es/products/detail/kemet/T491D156K025AT/818634,,,,,15uF,±10%,25V,,1Ohm,,2917,7343,"0.287"" L x 0.169"" A (7.30mm x 4.30mm)","0.122"" (3.10mm)",D,yes,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,
IPN_C-????,CPOL_2312_15uF_25V_±10%,CAP TANT 15UF 10% 25V 2312,15uF 25V,CAPACITOR_TAN,CPOL2312,KEMET,T491C156K025AT,https://www.digikey.es/es/products/detail/kemet/T491C156K025AT/3724768,,,,,15uF,±10%,25V,,1.5Ohm,,2312,6032,"0.236"" L x 0.126"" A (6.00mm x 3.20mm)","0.110"" (2.80mm)",C,yes,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,
IPN_C-????,CPOL_2917_15uF_50V_±10%,CAP TANT 15UF 10% 50V 2917,15uF 50V,CAPACITOR_TAN,CPOL2917,KEMET,T491X156K050AT,https://www.digikey.es/es/products/detail/kemet/T491X156K050AT/2336380,,,,,15uF,±10%,50V,,700mOhm,,2917,7343,"0.287"" L x 0.169"" A (7.30mm x 4.30mm)","0.169"" (4.30mm)",X,yes,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,
IPN_C-????,CPOL_1206_15uF_6V3_±10%,CAP TANT 15UF 10% 6.3V 1206,15uF 6V3,CAPACITOR_TAN,CPOL1206,KEMET,T491A156K006AT,https://www.digikey.es/es/products/detail/kemet/T491A156K006AT/3907804,,,,,15uF,±10%,6V3,,3.5Ohm,,1206,3216,"0.126"" L x 0.063"" A (3.20mm x 1.60mm)","0.071"" (1.80mm)",A,yes,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,
IPN_C-????,CPOL_1411_15uF_6V3_±10%,CAP TANT 15UF 10% 6.3V 1411,15uF 6V3,CAPACITOR_TAN,CPOL1411,KEMET,T491B156K006AT,https://www.digikey.es/es/products/detail/kemet/T491B156K006AT/3759621,,,,,15uF,±10%,6V3,,3.5Ohm,,1411,3528,"0.138"" L x 0.110"" A (3.50mm x 2.80mm)","0.083"" (2.10mm)",B,yes,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,
IPN_C-????,CPOL_1206_15uF_16V_±10%,CAP TANT 15UF 10% 16V 1206,15uF 16V,CAPACITOR_TAN,CPOL1206,KEMET,T491A156K016AT,https://www.digikey.es/es/products/detail/kemet/T491A156K016AT/8614096,,,,,15uF,±10%,16V,,3.5Ohm,,1206,3216,"0.126"" L x 0.063"" A (3.20mm x 1.60mm)","0.071"" (1.80mm)",A,yes,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,
IPN_C-????,CPOL_1411_15uF_16V_±10%,CAP TANT 15UF 10% 16V 1411,15uF 16V,CAPACITOR_TAN,CPOL1411,KEMET,T491B156K016AT,https://www.digikey.es/es/products/detail/kemet/T491B156K016AT/3724694,,,,,15uF,±10%,16V,,2.5Ohm,,1411,3528,"0.138"" L x 0.110"" A (3.50mm x 2.80mm)","0.083"" (2.10mm)",B,yes,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,
IPN_C-????,CPOL_2312_15uF_16V_±10%,CAP TANT 15UF 10% 16V 2312,15uF 16V,CAPACITOR_TAN,CPOL2312,KEMET,T494C156K016AT,https://www.digikey.es/es/products/detail/kemet/T494C156K016AT/3759725,,,,,15uF,±10%,16V,,400mOhm,,2312,6032,"0.236"" L x 0.126"" A (6.00mm x 3.20mm)","0.110"" (2.80mm)",C,yes,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,
IPN_C-????,CPOL_2917_150uF_6V3_±10%,CAP TANT 150UF 10% 6.3V 2917,150uF 6V3,CAPACITOR_TAN,CPOL2917,KEMET,T491D157K006AT,https://www.digikey.es/es/products/detail/kemet/T491D157K006AT/2336323,,,,,150uF,±10%,6V3,,700mOhm,,2917,7343,"0.287"" L x 0.169"" A (7.30mm x 4.30mm)","0.122"" (3.10mm)",D,yes,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,
IPN_C-????,CPOL_1411_150uF_6V3_±10%,CAP TANT 150UF 10% 6.3V 1411,150uF 6V3,CAPACITOR_TAN,CPOL1411,KEMET,T494B157K006AT,https://www.digikey.es/es/products/detail/kemet/T494B157K006AT/9642200,,,,,150uF,±10%,6V3,,2.25Ohm a 100kHz,,1411,3528,"0.138"" L x 0.110"" A (3.50mm x 2.80mm)","0.083"" (2.10mm)",B,yes,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,
IPN_C-????,CPOL_2312_150uF_6V3_±10%,CAP TANT 150UF 10% 6.3V 2312,150uF 6V3,CAPACITOR_TAN,CPOL2312,KEMET,T491C157K006AT,https://www.digikey.es/es/products/detail/kemet/T491C157K006AT/8618302,,,,,150uF,±10%,6V3,,1.2Ohm,,2312,6032,"0.236"" L x 0.126"" A (6.00mm x 3.20mm)","0.110"" (2.80mm)",C,yes,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,
IPN_C-????,CPOL_2917_150uF_16V_±10%,CAP TANT 150UF 10% 16V 2917,150uF 16V,CAPACITOR_TAN,CPOL2917,KEMET,T491D157K016AT,https://www.digikey.es/es/products/detail/kemet/T491D157K016AT/818637,,,,,150uF,±10%,16V,,700mOhm,,2917,7343,"0.287"" L x 0.169"" A (7.30mm x 4.30mm)","0.122"" (3.10mm)",D,yes,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,
IPN_C-????,CPOL_1206_2.2uF_25V_±10%,CAP TANT 2.2UF 10% 25V 1206,2.2uF 25V,CAPACITOR_TAN,CPOL1206,KEMET,T491A225K025AT,https://www.digikey.es/es/products/detail/kemet/T491A225K025AT/3759601,,,,,2.2uF,±10%,25V,,7Ohm,,1206,3216,"0.126"" L x 0.063"" A (3.20mm x 1.60mm)","0.071"" (1.80mm)",A,yes,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,
IPN_C-????,CPOL_1411_2.2uF_25V_±10%,CAP TANT 2.2UF 10% 25V 1411,2.2uF 25V,CAPACITOR_TAN,CPOL1411,KEMET,T491B225K025AT,https://www.digikey.es/es/products/detail/kemet/T491B225K025AT/818575,,,,,2.2uF,±10%,25V,,4.5Ohm,,1411,3528,"0.138"" L x 0.110"" A (3.50mm x 2.80mm)","0.083"" (2.10mm)",B,yes,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,
IPN_C-????,CPOL_2312_2.2uF_25V_±10%,CAP TANT 2.2UF 10% 25V 2312,2.2uF 25V,CAPACITOR_TAN,CPOL2312,KEMET,T491C225K025AT,https://www.digikey.es/es/products/detail/kemet/T491C225K025AT/818599,,,,,2.2uF,±10%,25V,,3.5Ohm,,2312,6032,"0.236"" L x 0.126"" A (6.00mm x 3.20mm)","0.110"" (2.80mm)",C,yes,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,
IPN_C-????,CPOL_2312_2.2uF_50V_±10%,CAP TANT 2.2UF 10% 50V 2312,2.2uF 50V,CAPACITOR_TAN,CPOL2312,KEMET,T491C225K050AT,https://www.digikey.es/es/products/detail/kemet/T491C225K050AT/3724704,,,,,2.2uF,±10%,50V,,3Ohm,,2312,6032,"0.236"" L x 0.126"" A (6.00mm x 3.20mm)","0.110"" (2.80mm)",C,yes,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,
